"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-17","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,","3.1",",,W,","31","H,,S","38",",,W","26",",,W","  280",",,W","  310",",,W","25.1",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-18","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,","3.1",",,W,","33","H,,S","39",",,W","25",",,W","  270",",,W","  270",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-19","7.83",",,W",,,"0.01",",,W,2400","0.1",",,W,","2.0",",,W,","30","H,,S","37",",,W","22",",,W","  150",",,W","  150",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-20","6.93",",,W",,,"0.05",",,W,2400","0.8",",,W,","2.0",",,W,","31","H,,S","32",",,W","28",",,W","   70",",,W","   50",",,W","12.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-21","8.05",",,W",,,"0.01",",,W,2400","0.1",",,W,","2.0",",,W,","28","H,,S","30",",,W","26",",,W","  320",",,W","  330",",,W","15.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-22","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,","24","H,,S","30",",,W","18",",,W","  200",",,W","  210",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-23","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,","31","H,,S","39",",,W","29",",,W","  220",",,W","  210",",,W","16.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-24","4.92",",,W",,,"0.00","T,,W,2400","0.0",",,W,","2.0",",,W,","33","H,,S","42",",,W","29",",,W","   50",",,W","   50",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-25","9.62",",,W",,,"0.03",",,W,2400","0.1",",,W,","1.2",",,W,","29","H,,S","35",",,W","20",",,W","   10",",,W","   30",",,W","19.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-26","10.07",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","1.2",",,W,","30","H,,S","45",",,W","22",",,W","  310",",,W","  290",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-27","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0","T,,W,","34","H,,S","36",",,W","30",",,W","  140",",,W","  150",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-28","10.96",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0","T,,W,","30","H,,S","31",",,W","28",",,W","  140",",,W","  150",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,"    1",",,W","    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-29","16.55",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0","T,,W,","30","H,,S","34",",,W","15",",,W","  320",",,W","  330",",,W","25.9",",,W","35.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-30","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0","T,,W,","18","H,,S","27",",,W","11",",,W","  170",",,W","  170",",,W","14.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-01-31","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0","T,,W,","25","H,,S","28",",,W","19",",,W","   50",",,W","   30",",,W","21.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-01","15.21",",,W",,,"0.02",",,W,2400","0.5",",,W,","0.0","T,,W,","18","H,,S","21",",,W","5",",,W","   20",",,W","   40",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-02","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0","T,,W,","7","H,,S","16",",,W","0",",,W","  220",",,W","  210",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-03","2.46",",,W",,,"0.06",",,W,2400","1.5",",,W,","0.0","T,,W,","11","H,,S","16",",,W","6",",,W","  320",",,W","  350",",,W","10.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-04","11.41",",,W",,,"0.01",",,W,2400","0.4",",,W,","2.0",",,W,","13","H,,S","15",",,W","-1",",,W","  300",",,W","  300",",,W","23.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-05","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,","4","H,,S","19",",,W","-7",",,W","  220",",,W","  220",",,W","25.1",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-06","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","18","H,,S","30",",,W","13",",,W","  130",",,W","  110",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-07","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","26","H,,S","36",",,W","20",",,W","  120",",,W","  120",",,W","17.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-08","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0","T,,W,","30","H,,S","32",",,W","23",",,W","   10",",,W","   20",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-09","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0","T,,W,","25","H,,S","33",",,W","20",",,W","   90",",,W","   60",",,W","10.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-10","10.51",",,W",,,"0.13",",,W,2400","0.8",",,W,","0.0","T,,W,","24","H,,S","29",",,W","22",",,W","  140",",,W","  120",",,W","23.0",",,W","31.1",",,W","    1",",,W",,,,,"    1",",,W",,,"    1",",,W","    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-11","19.24",",,W",,,"0.01",",,W,2400","0.1",",,W,","1.2",",,W,","22","H,,S","30",",,W","2",",,W","  320",",,W","  320",",,W","31.1",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-12","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","3","H,,S","10",",,W","-3",",,W","  340",",,W","  340",",,W","23.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-13","11.86",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","1.2",",,W,","15","H,,S","30",",,W","6",",,W","  310",",,W","  300",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-14","15.43",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","7","H,,S","12",",,W","-3",",,W","  320",",,W","  350",",,W","31.1",",,W","42.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-15","9.17",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","1.2",",,W,","2","H,,S","9",",,W","0",",,W","  130",",,W","  140",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-16","9.40",",,W",,,"0.01",",,W,2400","0.4",",,W,","1.2",",,W,","12","H,,S","20",",,W","8",",,W","  300",",,W","  310",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-17","14.54",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","1.2",",,W,","8","H,,S","10",",,W","-2",",,W","  320",",,W","  310",",,W","25.1",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-18","14.54",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","-2","H,,S","2",",,W","-9",",,W","  320",",,W","  310",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-19","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","-3","H,,S","9",",,W","-11",",,W","  150",",,W","  330",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-20","6.93",",,W",,,"0.07",",,W,2400","0.8",",,W,","1.2",",,W,","11","H,,S","25",",,W","5",",,W","  170",",,W","  180",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-21","12.75",",,W",,,"0.01",",,W,2400","0.1",",,W,","1.2",",,W,","20","H,,S","24",",,W","0",",,W","  320",",,W","  320",",,W","21.9",",,W","27.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-22","12.53",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","-1","H,,S","0",",,W","-9",",,W","  320",",,W","  320",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-23","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","-2","H,,S","23",",,W","-11",",,W","  220",",,W","  210",",,W","23.0",",,W","34.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-24","17.22",",,W",,,"0.01",",,W,2400","0.1",",,W,","1.2",",,W,","26","H,,S","32",",,W","13",",,W","  310",",,W","  310",",,W","36.0",",,W","46.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-25","9.62",",,W",,,"0.02",",,W,2400","0.2",",,W,","1.2",",,W,","13","H,,S","16",",,W","5",",,W","  350",",,W","   30",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-26","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","5","H,,S","11",",,W","-3",",,W","  310",",,W","  320",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-27","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0","T,,W,","4","H,,S","15",",,W","-6",",,W","  210",",,W","  230",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-02-28","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0","T,,W,","8","H,,S","20",",,W","-3",",,W","  160",",,W","  170",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-01","13.42",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0","T,,W,","18","H,,S","28",",,W","14",",,W","  300",",,W","  260",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-02","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0","T,,W,","19","H,,S","26",",,W","9",",,W","  150",",,W","  140",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-03","12.53",",,W",,,"0.13",",,W,2400","1.9",",,W,","0.0","T,,W,","23","H,,S","29",",,W","6",",,W","  310",",,W","  300",",,W","28.0",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-04","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,","7","H,,S","12",",,W","-2",",,W","  290",",,W","  300",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-05","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,","2","H,,S","15",",,W","-7",",,W","  200",",,W","  180",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-06","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W,","2.0",",,W,","19","H,,S","39",",,W","7",",,W","  270",",,W","  310",",,W","16.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-07","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0","T,,W,","34","H,,S","44",",,W","28",",,W","  310",",,W","  300",",,W","28.0",",,W","35.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-08","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","37","H,,S","48",",,W","31",",,W","  280",",,W","  320",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-09","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","42","H,,S","57",",,W","32",",,W","  230",",,W","  240",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-10","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","66",",,W","37",",,W","  310",",,W","  290",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-11","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","44","H,,S","58",",,W","29",",,W","  160",",,W","  150",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-12","13.42",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","62",",,W","37",",,W","  160",",,W","  150",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-13","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","54","H,,S","62",",,W","39",",,W","  290",",,W","  320",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-14","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","61",",,W","33",",,W","  300",",,W","  330",",,W","16.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.8831","-93.2289","265.8","2015-03-15","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","70",",,W","38",",,W","  220",",,W","  220",",,W","23.9",",,W","33.1",",,W",,,,,,,,,,,,,,,,
